delta_feature_0,delta_feature_1,delta_feature_2,delta_feature_3,delta_feature_4,delta_feature_5,delta_feature_6,delta_feature_7,delta_feature_8,delta_feature_9,delta_feature_10,delta_feature_11,label
-0.013310156264552453,0.002655330570591752,0.1135573463844397,0.010293607632386292,-0.013853732360816884,0.06370095971495848,-2.670061424714172,4.0094607277292456,0.025544702980391243,-0.03391110643576867,0.044509088679442144,0.03809609426545643,2.0
0.04530985541880239,0.016590538237473085,0.22814341880891353,0.08585978150123169,-0.005816780318431802,0.22917484276979116,-7.424338564450874,0.9941793673878889,0.023140511342355174,-0.001291428116466098,0.25914661252165994,0.056296772856964855,2.0
0.0034232355249885216,0.02427329812887391,0.03992396975893797,0.12592278548704944,0.014491028585494226,0.1848171314266357,-5.547772343317989,2.940492079354385,0.010920062779844808,-0.06853042302054246,0.009839603991532275,0.03913087280408925,2.0
-0.004714991467650476,0.00976982527667608,0.13236454223853755,0.033246850067212674,-0.01081325536750255,0.10467605933768909,-2.5283339759506553,4.797764706707132,0.012006302219289666,-0.03809621938371499,0.06136763427906189,0.03274643501321481,2.0
0.04873242967662389,0.023635536772052712,0.15879517672524757,0.02090936594007481,-0.014192223195319098,0.09912375567074927,-6.154415305466726,-0.4232481463551112,0.03679740470685777,0.007552252255603076,0.1972106291979796,0.05915706260262418,2.0
0.05072888807987763,0.023009266701174702,0.20058037835388776,0.09041171413668309,-0.0022591008887329345,0.2216619722271752,-7.892935421623283,0.6354304726423559,0.03600486400851299,-0.0006564765226093616,0.26701251324564224,0.06809007610610876,2.0
0.0034595399589267273,0.02021803783095394,0.13696188517390717,0.05721126749632843,-0.005008880138177241,0.1410081481171077,-2.8997953933206926,5.51921444291536,0.002614426969258954,-0.026550368150641157,0.12149448178917366,0.03161272881509003,2.0
0.008672055224582864,0.02675962088837519,0.038153427720461375,0.10504285726457036,0.007358306871021347,0.156102124369511,-5.448788522604717,1.6391658638817956,0.02787610357640291,-0.07282487901253532,0.04879946487209441,0.042067023567105594,2.0
0.008443117060501437,0.028185687783913116,0.048963174348949146,0.09858910471077503,0.0025220590161502132,0.15327688533595685,-3.919647486329902,0.32104197184790717,0.048433004790580436,-0.06790088720230103,0.06573831959887988,0.04561807167100432,2.0
0.056600022234924385,0.02502200638380464,0.048568063086283475,0.1724442500698426,0.03128632072190718,0.251905724464371,-8.370568523174525,0.6877888806144252,0.011510045245580525,0.04288536334471649,0.28200293930865206,0.05271006110360901,2.0
0.005037388882141669,0.028546137247904058,0.04764204512305992,0.10432386817402589,0.012084294232363124,0.16024422071859545,-5.663580899949702,2.8103959834389913,0.01466978852660461,-0.08885912395626083,0.019806740487681385,0.041432766295434825,2.0
0.0073794456066721414,0.032334545112459645,-0.01126244757417072,0.08347422103636565,0.013726122015387365,0.10194843244142793,-5.631655319171777,3.2532360040226163,0.019131743473987384,-0.029371465442088907,0.019604307246041675,0.04128777705644196,2.0
0.0002434702117719012,0.02104837848974478,0.06850737508026317,0.08631036238022599,8.135560385669205e-05,0.14698576749521797,-3.874298850386264,1.1449753997625063,0.034709649701013534,-0.08494699121512939,0.0398070317407031,0.040980697810165195,2.0
-0.021848282019960308,-0.04321057078045426,0.6559089750546463,-0.008321986493688371,-0.03890954540955871,0.2678091213589966,-1.790095407004559,0.652377689509823,0.0075754336693343305,0.09109236168705759,0.21413098692093824,0.008023245475063695,3.0
-0.06433830565242143,-0.04188289015976254,0.4778344778267263,-0.0017655054240124923,-0.03701959632573182,0.20380453224284856,2.4254396600273935,1.812939028441967,-0.011613463392109113,-0.03349422919424094,-0.007030573777502713,-0.014931418493962317,3.0
-0.05378302790701672,-0.03228205008201268,0.49776504724376824,0.006542064275509352,-0.03703986761470668,0.22724541118169594,2.7332936714491085,1.9009080990776202,-0.013143753437037664,-0.033690384689169184,-0.012708501696480745,-0.014543795361752654,3.0
-0.034332320750166345,-0.01839744624973133,0.5500541540608961,0.009714673705107202,-0.037713201005459496,0.256056469806193,-1.4445146284903654,-0.8288441009559442,0.0036410793640373473,-0.053960880462654126,0.042456134024371206,-0.001498079672025393,3.0
-0.010303499363223223,-0.03550625130288959,0.6652458370322025,-0.008797802628646711,-0.038898249375453164,0.2708424634665212,-1.4144054155835306,-0.27783402837014837,0.002116299669375321,0.0435660306243939,0.19839264776984145,0.005254438071499279,3.0
-0.03189837649971711,-0.013232715852451504,0.5832064682512244,0.010327624536176416,-0.039479101848637455,0.2718757478784508,-0.5035552062286248,-1.4057155242164465,0.024490037768646333,-0.04642116943239649,0.11819596245630937,0.005126300205956141,3.0
-0.019663087959146064,-0.040593956368958184,0.6530581791976733,-0.02069254845092422,-0.039974383151722415,0.24256579635625675,-1.2220791758925635,-0.19625012142973564,0.005540546246289302,0.10804632508825918,0.23345451560302832,0.008949962247538662,3.0
-0.07764359451480057,-0.055558044803748596,0.49080781960488395,-0.004619130171238106,-0.037994672850479305,0.20431590377244024,3.0672481497447484,1.0299148008658303,-0.008463060324089944,-0.0323304822021897,0.0005537885398236853,-0.016202176560246723,3.0
-0.025873570986808148,-0.044349083075490014,0.6849206421168292,-0.023968707087105745,-0.03982965205601374,0.24922819934940432,-1.3066667925947133,-0.21664501853519802,0.005428865861237919,0.08683486491777637,0.21978265331224822,0.003742256104640157,3.0
-0.051774500022212566,-0.034629815059947444,0.5045982610429061,0.014570155564003373,-0.037718987150990424,0.24465259202356282,3.759971313507107,1.6700247903704666,-0.005571204652259243,-0.031758519852058575,-0.0071974771292362405,-0.012475057237516907,3.0
-0.0645727848162625,-0.045853896347806566,0.4883848466856302,0.006212617194757519,-0.03684983437730227,0.22253825523235093,2.718742755015442,1.4750981782803008,-0.011659695628145839,-0.04295134528243705,0.011684397732197205,-0.01656255707034071,3.0
-0.06259609758015877,-0.04358649262475367,0.4852738720510672,0.004287436332232164,-0.03712523634784892,0.2177552477206829,2.9222875137509288,1.2659040139280338,-0.00746488108663057,-0.04138576647344727,-0.0010218380363209434,-0.014837545499416294,3.0
-0.014183810026436039,-0.03683095230788258,0.6498494031361581,-0.007676066092859313,-0.03831515065120794,0.2664896060826143,-1.1494032763427704,0.035724521716200996,0.007051640513599966,0.06923616470818117,0.2181201000019528,0.005813947465605207,3.0
-0.01971345923028489,-0.0021752412167292956,0.5298621782840023,0.0014791734554814306,-0.03951194960642346,0.23213558772014642,0.003821559342454428,-1.5097290697875172,0.018562982821411333,-0.06467801924884486,0.04684644818917727,0.004538310505564441,3.0
-0.05562433498724939,-0.03443694060290026,0.5032591490151819,0.00933036476083754,-0.036935534310820195,0.23465868806988222,2.5871911918084844,1.7655777926971714,-0.010002305500349529,-0.017023167024681762,-0.009519098344460186,-0.014470990288435737,3.0
-0.009721807593764342,-0.03342641800357882,0.6462497403348932,-0.012058735640266993,-0.038949452352018854,0.25647453011423405,-1.420877122757659,-0.32305815575411323,0.003492313478909992,0.062380345964173745,0.20185612669971897,0.006568364057873616,3.0
-0.011201540173002789,-0.0319109630390616,0.6349850702720636,-0.002777593041330184,-0.038560864789888516,0.2695980977814175,-0.9503660859788781,-0.5996352385742503,0.004669411028575654,0.04225505161461307,0.21398925046738304,0.005721880610065261,3.0
-0.05210623511753204,-0.030815123765261132,0.5145892524366098,0.015473716912194901,-0.03662747417194334,0.2507528265786154,2.265218640096161,2.3045942240027992,-0.013453482106645098,-0.03147432688007601,-0.022306926863957965,-0.014268828838288977,3.0
-0.04629980606163708,-0.030364592684172853,0.5237436308952566,0.017640584526032288,-0.037505142328807306,0.25878625501362984,-1.311038918476978,-1.3966770876239587,0.0013626071430620224,-0.06840009970832983,-0.004702552657770642,-0.003437087431928304,3.0
-0.03189503547504846,-0.01675431673817268,0.5530083365812946,0.01907449919015508,-0.03790511773312677,0.27461135091191824,-1.6157102695617365,-0.4630062824721879,0.008664428760279064,-0.06298097907356681,0.040789892109415415,0.0015389290094629249,3.0
0.004266704829534784,-0.023047361782515208,0.6503823025624407,-0.015961583984927807,-0.04028075124625341,0.2506414894235429,-0.8494421626136823,-1.028204037999962,0.022314246392846848,0.09278361161839488,0.2688823798859894,0.016554991770355687,3.0
-0.0248512622775926,-0.01045064112337446,0.5554293153060001,0.003940423288368189,-0.03909193887130702,0.24778089797371772,-1.1770356190970883,-0.9136319959006616,0.014600937439410044,-0.06022300448749429,0.02777094889423415,0.002450975990756832,3.0
-0.0246908080324576,-0.0071621834091985526,0.5537032409542701,-0.0009903162311896696,-0.03967236937125118,0.23793760909164074,-0.2403350338899788,-1.164638908320483,0.02182834983206483,-0.053334561715716045,0.07188746226056386,0.006258348672988245,3.0
-0.10611541020953555,-0.09062178759929068,0.5133739832393793,0.012456403282762984,-0.038033036567537426,0.24476754743790818,-0.6548915407047717,-0.5849064842705651,-0.004066808335808858,-0.06261091218809323,-0.04739910233552136,-0.008015147389092009,3.0
0.0013211806008660565,-0.024677978145272783,0.034011204201912504,0.014626400930946193,0.003612717234039664,0.03418786180337696,-4.080482594433418,1.2203942698526147,0.00029695794587147883,0.08081351640931955,0.132719846375295,0.012683609627741732,4.0
-0.024823023277765532,-0.008765681888540544,-0.022941930804022626,0.013433971363187913,0.005963919458095712,0.007193470146470982,2.6253448617127475,1.2601539482402213,-0.015143282468852548,-0.04100525268003408,-0.10831501079974526,-0.015396156132600342,4.0
-0.02896159954618177,-0.01246401271518316,-0.043378116910645526,0.014900562592758404,0.00901370739589269,-9.853546316651585e-05,2.395528533048431,2.4344000000904,-0.0277412748572069,-0.020185674957326816,-0.10190401164511398,-0.017487420882858373,4.0
-0.005896215094823798,0.010245710625329252,-0.0014331625166961182,-0.017305598813191436,-0.00784101155328798,-0.02280912414778491,0.5884623302474399,-2.798534514599118,0.00805212035203362,-0.05459508775761868,-0.053039636328389594,-0.004529358229059255,4.0
0.036009190842060945,0.005478839885293518,0.05613085613870106,-0.012574715769142708,-0.0031299524499581732,0.007476963217124433,-3.244311239369221,-0.6212020081354979,0.009738585949093825,0.06125474608953163,0.14057912534160844,0.019286520093248216,4.0
0.03899024158488679,0.008717912496506164,0.027197270887279634,0.0003468989712298032,-0.0006129134534770264,0.012334149305123554,-2.4068194634654088,-0.4186512853059128,0.009021340333118077,0.05678496845484238,0.1267774151181782,0.014900326828903493,4.0
-0.027483726641117145,-0.009750416776708515,-0.02363741804026276,-0.004899744820632546,0.00331676496184663,-0.01632873536575874,2.659318594265211,2.3236574067329814,-0.029139367603673194,-0.025172937703614506,-0.1334839568891839,-0.017729662607043506,4.0
0.016826333328932686,-0.012088905452112664,0.01558301266936546,0.01260166809704849,0.002886103923679384,0.023299237814921603,-2.894949754605692,0.575683829339682,0.004158301361645633,0.06311776481134301,0.12468227388900299,0.015334201201018027,4.0
-0.017550099067226543,-0.0070047454795561515,-0.031338874669601946,0.015160550349330615,0.008574012551381571,0.005618923257306618,2.542827618799155,3.273664268671509,-0.02066258364881768,0.004542585421089429,-0.03880565352111365,-0.00967697247940455,4.0
-0.02266105000520574,-0.009080317003063776,-0.009160322763970719,0.00019837457989863028,0.003362532992184586,-0.003605194501736353,2.294881272822244,2.0726653897430687,-0.015754903931403552,-0.022665768573011613,-0.08185392962747784,-0.016424915498780474,4.0
-0.02239759363770022,-0.00666501048315693,-0.027804665071500922,0.00038251989055082536,0.005091286228676162,-0.011446288607568467,2.9817957752056703,1.2362379851183727,-0.018345057142527543,-0.01563796243764437,-0.10818179015012896,-0.01766409266853844,4.0
0.010580134276160336,-0.017037363125595728,0.026502441795384746,0.01618319160147641,0.004997937812393216,0.03287711163338214,-4.030303547474329,0.8338735019341907,0.006608773850355076,0.07265874013923301,0.1344214930042016,0.017721381965325578,4.0
-0.0009684359486505922,0.012138348743654437,-0.015509913952490573,-0.019435055986169958,-0.009575974356910266,-0.03137166883427034,0.5452221293938626,-3.0024688006426135,0.017897320865581934,-0.06676726769396168,-0.01644608307447326,0.00012509059992518723,4.0
0.01852081419184265,0.033997980832368824,-0.009196964157958565,-0.0032105729466623267,-0.0031720359524243236,-0.007986266890034566,1.075906108942645,-2.7243872911742146,0.024955147186707882,-0.04792001214402486,0.011798157913650353,0.0004692398364409822,4.0
-0.03508999817203784,-0.016944938332106585,-0.050315318311085155,0.01981391764410184,0.011364990522265583,0.002885082020889884,2.3511956579301643,2.5794844960719088,-0.029723417059272728,-0.024927951609599597,-0.13307849817809547,-0.019041039702469065,4.0
0.02041318394489894,-0.010092322291046618,0.022555138909590156,0.006524852316664276,0.0011438206612427448,0.018430420203187747,-3.3234261846450046,-0.3484167583475184,0.008927852994308205,0.05431704848364527,0.12292603490472409,0.01531426130956079,4.0
0.00915809336960055,-0.017486117004524016,0.01527564332960174,0.010150560258986474,0.0032051520439012604,0.019963663368389617,-3.13161322287705,0.5131414446979212,-0.0029525149930523797,0.05510283970232366,0.09651824354470362,0.015277860682173822,4.0
-0.025739081813464404,-0.012722942955329053,-0.038830375981280696,0.022376953582959325,0.010196223661900206,0.011289686189536852,2.345059727399553,2.7739436913134075,-0.02856566154934337,-0.03094399865487618,-0.1376837561330655,-0.018274736091983074,4.0
0.012885716169069139,0.02627856851318383,0.009091494426129998,-0.022697292030211147,-0.008891947063930039,-0.02543865232485354,1.3060577949417782,-2.5502668512040434,0.016416843976650997,-0.04220164537376103,-0.03931894453150475,-0.0022328625793225365,4.0
0.0069423083559529974,0.019833446257932152,0.014310348848783017,-0.026194092683135217,-0.012199223724612462,-0.027858149804180776,0.5293652371196877,-2.71734969883161,0.02048189048602833,-0.028439609527707743,-0.027070836690372246,0.0024697112386551923,4.0
-0.005560110320708189,-0.03529281830014891,0.040965207875977905,0.018771332230289706,0.004507814547174749,0.04281501469793347,-3.506821881483088,1.72031944713755,0.0034603112913323963,0.07294487058711896,0.1274225097510815,0.01484975211788242,4.0
0.016172584052798644,0.02649673200948599,0.01764997080990449,-0.03138275651336114,-0.014681856348172317,-0.03328360799928587,0.874063833049866,-2.514034152032846,0.019540340384984756,-0.019952751077475073,0.0042931922746394235,0.0052138830122496205,4.0
0.015818301818531888,0.030044488967058136,-0.00885097641065924,-0.0021829714013454904,-0.005634213116422093,-0.00652141104644377,0.41601682313070754,-2.483497787654147,0.018796155086805433,-0.05002269822310079,-0.007771026942951842,0.0021201023310999934,4.0
0.013492850989280936,0.026841541621532683,0.0031254496975414714,-0.02558895344557416,-0.011497855975482918,-0.03162394867256402,1.087681590344082,-2.6388105310162953,0.01967612118963591,-0.03109846168469277,-0.0351851576054778,0.0026912760278344494,4.0
0.07964092738120804,0.042535461284226805,-0.00523702997439357,0.5518735671333661,0.08464396166329347,0.7067062099329978,-6.3219451461123715,4.599385650596074,0.08491334518577154,-0.18611346729549105,0.28976056081119816,0.09223847903971968,6.0
0.013044882491896004,0.020084928595422435,-0.009620206740815096,0.3746479154322971,0.041170881844571294,0.47552513874397373,2.440795364223395,7.59677320398547,0.021529689313800615,-0.2431558557322162,-0.029366738969955897,0.04038702259962554,6.0
0.03661283620874506,0.03855243755137777,0.02161412869655166,0.47889775327883927,0.05385322282226823,0.6374515227293635,1.635649218945379,7.067768024811875,0.04898626227103697,-0.2988075123061861,0.012251533499188394,0.05870105278961432,6.0
0.02782191924726951,0.0408212548663523,-0.04864900976614295,0.4709993578012371,0.06816578169351306,0.5635884993655186,-2.290365904678371,6.4453104539555985,0.024365313640978936,-0.208457669171072,0.024527581934644882,0.04709414376643087,6.0
0.07780080540857609,0.037416752118254626,0.0380149331323274,0.3973475442781756,0.05816656417962385,0.5441281962257815,-3.474700408450669,4.925995244638467,0.0757066686633826,-0.11258340248638021,0.2299090960940675,0.07774778554340775,6.0
0.04666640452579379,0.057438378373322496,0.002855251329950903,0.5266527449201577,0.06635533750187872,0.6820750937493975,-4.312692026336878,7.208794011880703,0.05241700020642792,-0.2740961388167932,0.058340849883593116,0.07012640238905335,6.0
0.0712836440539662,0.029840231263294936,0.003636158981344728,0.4240229424211291,0.06502608597504067,0.5500883773719608,-3.9608041419834006,4.753854873633462,0.06837896230158003,-0.1354616079930111,0.20020722895368204,0.0784349902900969,6.0
0.028211893793505083,0.03207627409286634,-0.013914369632275436,0.4182121201805386,0.04973830253221445,0.5276367842447293,2.521859913437855,6.194425088335957,0.041034120110280736,-0.2552565439913832,0.014668913624841906,0.04940690529347899,6.0
0.0710996290611457,0.0343842207445606,-0.0035945614493479994,0.429686993906959,0.06303545548650247,0.5511773676462194,-4.788809921722052,4.5978346596132615,0.05602817484830991,-0.13135935015529487,0.2273859916723504,0.07157621978452447,6.0
0.05638881187313666,0.05166376065013867,0.026086785216261177,0.5806160535809941,0.0710382760075059,0.7753700850297452,0.5601884884009465,9.7179719341832,0.05059182214642943,-0.35170885122123347,0.0142825918709093,0.06913628574365724,6.0
0.019355589954076047,0.02614581345081307,-0.014933845699780735,0.3488298606287518,0.03807951245715957,0.43832223911357593,2.279342503922381,7.207052353184335,0.0270507786931784,-0.2243658948773517,-0.020035472992222747,0.04360008823138509,6.0
0.017949092329370142,0.02161151207005796,-0.011247700834310592,0.3822809422493357,0.042877589098002766,0.48396952449578545,2.1819332229131136,7.479955071639714,0.029148411733647017,-0.23154784334206002,-0.013473743904058644,0.04410704494305942,6.0
0.08574794213393244,0.04609165597675924,0.00012504561413306803,0.5303321933841525,0.07837205150472837,0.6842014032968734,-5.9611098995887755,4.608901295073438,0.08544282647373036,-0.18062449239346345,0.291321807174691,0.09117718040651215,6.0
0.05281617099450309,0.061390513356091636,-0.036613503825879024,0.5259227371486084,0.06971566505091709,0.6432908622520223,-3.5985325584045356,6.073082120687794,0.06361613456802528,-0.23871418399632838,0.014259635392862346,0.06167409539984012,6.0
0.034346649014680486,0.034409877183039284,-0.023221576521841314,0.5051593523862994,0.062065179515329305,0.6298337546262415,1.9480329843458675,7.6991275985007315,0.05230152557161305,-0.3139666340308525,-0.019884953008176165,0.06004923738037979,6.0
0.07154158296633772,0.032807247979919296,-0.013125767807882438,0.41422807693096125,0.06541105531840674,0.5232219435684321,-2.0228681755483606,4.807991756606222,0.06713277721471922,-0.15031771832919616,0.19817859996894294,0.06941185540499753,6.0
0.08174477419723036,0.042616396843500326,-0.011332874215541855,0.5371817669719685,0.08306738669464275,0.6819219518034311,-6.760299965397467,3.887590281249474,0.08438286945327322,-0.1688426550469605,0.3051102258617733,0.09355292677992957,6.0
0.040503429181585726,0.03871907230427729,-0.023037712887199913,0.5163256591594345,0.06262224964988305,0.6441502805931757,1.4708444504369673,8.104076738354138,0.04729848141511894,-0.31649557819510193,-0.033511693589298286,0.06200087298832155,6.0
0.034705233099647625,0.04424979491168063,-0.03262529839374695,0.4795122095549927,0.06565440490831809,0.5887725334142867,-2.785525525374931,6.328773046800827,0.025970029383822424,-0.21713385141527308,0.030048302075287303,0.04889781836199017,6.0
0.03070994511840497,0.04221517695406879,-0.04521696062294156,0.4681004501854437,0.06708590958840366,0.5630828011647172,-2.74184157082718,6.850936815258184,0.030115842454886854,-0.20751893600755922,0.014816606063824178,0.05011471099523082,6.0
0.07020671054496536,0.0360567232658362,0.0026967297878472962,0.5946059976466109,0.09258189522106308,0.7697463164250374,-7.888602127122317,4.010931129902148,0.08682153700933237,-0.18736241126771336,0.24880398802141768,0.09138214233097972,6.0
0.0534494204454386,0.0620317981979982,-0.03454321828706863,0.5046193685480111,0.06986630323351894,0.6185364418143521,-3.7694830180745154,6.837874325944427,0.05248302183329778,-0.2230781135735722,0.05009317856741147,0.06426580585409639,6.0
0.056307021962382464,0.06416822867828431,-0.05613897362250331,0.5515594073449857,0.07477695417437324,0.6561955121327728,-3.6931102051380016,5.952370394842554,0.06743116340146527,-0.22903637445558556,0.05663083547922865,0.06377074185206319,6.0
0.03183147022437455,0.042852602012947105,-0.022004234545812462,0.48116357510388846,0.06492479382720362,0.6005559911031585,-2.557767536062684,6.189577298640827,0.02498404099306084,-0.23138951154862486,0.01541867062791713,0.049141462757647275,6.0
-0.013092362511621436,-0.041067351296639965,0.11210268779646704,-0.04214987828400896,8.844388817419446e-05,-0.010459634553593,-7.380281520362429,-2.947152958370529,-0.026996229256992632,0.219820445910745,0.22088338222011394,-0.004277328255188728,5.0
-0.04914814427657893,-0.026915411577218107,0.11141562212911804,-0.11288359434289358,-0.019184008461754498,-0.10983496009205207,-3.202391799662733,-0.6178327035345088,-0.03853296563166286,0.08979486751148413,-0.03162808833768338,-0.02228048281948783,5.0
-0.04256005637641869,-0.017022303274813355,0.08097320161379451,-0.0990173297077464,-0.01803410091372104,-0.10056853129004828,-2.7271377858701946,-1.3472057136231035,-0.04055746449322062,0.06458482359343032,-0.026064178256392623,-0.023464904172205314,5.0
-0.03867009545635952,-0.019216577712681593,0.11365780632498423,-0.1140815215344923,-0.01652136044310082,-0.1107987225105434,-9.843415696713606,-0.21569434347231997,-0.023259516494702925,0.15698077301114455,0.021795335959056583,0.0007170697843418838,5.0
-0.019466278542521864,-0.03893201745676578,0.2071121722292979,-0.08362438590644788,-0.018202520855508997,-0.035421639561559304,-7.232515315527271,-3.352420911974966,-0.028899312974079883,0.22055243164416083,0.18609297030077832,-0.0024694817877116693,5.0
-0.031348859258449824,-0.009926869803867144,0.12226691240942777,-0.09953985095434731,-0.00928298282407769,-0.08752209101570424,-9.881788050016983,0.0003165116974850335,-0.029729465868050142,0.16837491083895872,0.054878077006551784,-0.0002476256027510171,5.0
-0.011838857831781069,-0.03216401606345465,0.13854683963569014,-0.07506775871584626,-0.014334706947675468,-0.047143743059643084,-7.256600062067108,-3.8111618661160533,-0.024881412580219253,0.19140051423379367,0.1410691954631611,-0.004031058024916684,5.0
-0.038535004450806154,-0.013699890798569148,0.10693006210481881,-0.11263241239769262,-0.021158895831316027,-0.11091927316783612,-2.72116763747786,-1.2573493467297983,-0.029438901059931744,0.0915005473514352,0.01506665648379757,-0.019097764614322527,5.0
0.004783981806231075,-0.014448778481532643,0.15862153443833638,-0.07595431461481728,-0.01445749348031955,-0.04124586880987191,-7.103165220970164,-4.128413959892921,-0.023994247887530018,0.17960225127383256,0.19905158135480683,-0.00543989592247246,5.0
-0.0344295310857774,-0.013343394276276399,0.054635235022291395,-0.09789366326186794,-0.0056847056543614105,-0.1078497951643883,-3.571182036643833,0.40978516802152054,-0.04458408928198698,0.11365744738328121,0.008340821976796864,-0.021013102923598703,5.0
-0.050958138170123846,-0.02690874792037784,0.10930014243874187,-0.10442458686379552,-0.0187813202133138,-0.09867754611659119,-3.0058642887413534,-0.9903582163416544,-0.04178514892253493,0.07955970080197994,-0.04979332756857202,-0.023006897837844403,5.0
-0.04393816042257265,-0.016001779524434157,0.103123400900486,-0.10154426678655326,-0.020690065975063954,-0.09669419188604372,-3.3490921657544543,-0.8954138704511792,-0.03149007627539424,0.07527319807802924,-0.022885985592625335,-0.019397574382683302,5.0
-0.012070086832902616,-0.037695647092137574,0.10993135569779433,-0.047976649060520904,-0.00350986862652658,-0.019463319924844846,-7.4344470250175245,-3.305418077666909,-0.030491423576479715,0.17953637057507377,0.13177684656104116,-0.006010426602494873,5.0
-0.04068699841657758,-0.018572097275392996,0.10232277251397703,-0.10404649022543161,-0.011749788514179738,-0.100442605995893,-9.162603146799174,-0.0668666058865739,-0.029334531476588155,0.17635347326638817,0.04098623766711951,-0.0030666510643729827,5.0
-0.0450079065418284,-0.022463871809583758,0.07390262089417887,-0.09710639190786285,-0.014273108479609609,-0.10032297645444982,-2.712024576088176,-1.3175319335917646,-0.04543998113557812,0.08566877462142253,-0.021547330037372525,-0.02642759197137981,5.0
-0.02591792896875328,-0.044826162566651284,0.14345326434671257,-0.07287431316875442,-0.01642879537985864,-0.04224485745059414,-6.046511695043991,-3.2984058682473805,-0.029771957887343103,0.19681136737505123,0.14252581510867257,-0.007124059771030644,5.0
-0.014564719618061162,-0.037891879671412165,0.12261063965209074,-0.07602222741089798,-0.013502765290186347,-0.054193078524480964,-6.3711672465006455,-3.681553174214832,-0.026372414255979693,0.19624527337431863,0.1469609093737958,-0.008385526391034653,5.0
-0.03605140311217275,-0.013480186062716504,0.07838646246038006,-0.10055186359863189,-0.011623479950598647,-0.10353140132236127,-3.2285069587312005,0.18776841974151637,-0.04100398595228705,0.10346745242016964,-0.009219801620527157,-0.02199072347802203,5.0
-0.037848096616492966,-0.01787448574988426,0.10637300256501248,-0.1087367973388797,-0.013448773289143623,-0.1056590339293017,-9.571890418813659,-0.20955451736997244,-0.02762388349734468,0.1656688820589769,0.022160607039246383,-0.0018301915351325304,5.0
-0.04328771791808428,-0.022197461751671643,0.1182798181358462,-0.12132804086129018,-0.01562724252602976,-0.11952851232278261,-9.888475595046579,-0.27932243067797735,-0.02168550013509407,0.17390424042055108,0.01959389620178653,-0.0008558974101509353,5.0
-0.014814433976767627,-0.040863579990748355,0.11731035177060334,-0.06539623771195413,0.004132243697598681,-0.04113324887591052,-8.872760961761799,-1.8200050967923982,-0.0172753836746794,0.22968345931893108,0.24357123802155867,0.0005817318931864712,5.0
-0.04441402017590074,-0.01995504608198012,0.10588897918513118,-0.10042445094661728,-0.012018534101279621,-0.09421518914395988,-9.065280496484785,0.1298887978189951,-0.025465581306762464,0.172740223420063,0.05148348990778029,-0.002042129606067644,5.0
